Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
Elixir	2003	2000	Biological manipulation	1		0	https://en.wikipedia.org/wiki/Elixir_(comics)	https://upload.wikimedia.org/wikipedia/en/a/a2/Elixirprofile.jpg	./img.marvel_chars/223.jpg	ELIXIR		BIOLOGICAL MANIPULATION
Elsie-Dee	1991	1990	Superhuman computational,analytical,creative reasoning,strength	4		0	https://en.wikipedia.org/wiki/Elsie-Dee	https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Albert_and_elsie.jpg/200px-Albert_and_elsie.jpg	./img.marvel_chars/224.jpg	ELSIE-DEE		SUPERHUMAN COMPUTATIONAL,ANALYTICAL,CREATIVE REASONING,STRENGTH
Elysius	1978	1970		0		0	https://en.wikipedia.org/wiki/Elysius	https://None	N/A	ELYSIUS		
Empath	1984	1980	Psionic ability to sense,control emotions of others	2		0	https://en.wikipedia.org/wiki/Empath_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/NewMutants_62.jpg/250px-NewMutants_62.jpg	./img.marvel_chars/226.jpg	EMPATH		PSIONIC ABILITY TO SENSE,CONTROL EMOTIONS OF OTHERS
Enigma (Marvel Comics)	2020	2020		0		0	https://en.wikipedia.org/wiki/Enigma_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Tarabuddhism.jpg/130px-Tarabuddhism.jpg	./img.marvel_chars/227.jpg	ENIGMA (MARVEL COMICS)		
Equinox	1974	1970	Superhuman strength,durability,Pyrokinesis,Cryokinesis	4		0	https://en.wikipedia.org/wiki/Equinox_(comics)	https://None	N/A	EQUINOX		SUPERHUMAN STRENGTH,DURABILITY,PYROKINESIS,CRYOKINESIS
Erg	1985	1980	Absorb nearby energy (including kinetic impacts),release it as electricity from right eye	2		0	https://en.wikipedia.org/wiki/Erg_(comics)	https://upload.wikimedia.org/wikipedia/en/6/65/XMEN_ERG.jpg	./img.marvel_chars/229.jpg	ERG		ABSORB NEARBY ENERGY (INCLUDING KINETIC IMPACTS),RELEASE IT AS ELECTRICITY FROM RIGHT EYE
Ezekiel	2001	2000	Highly skilled businessman,Formidable hand to hand combatant,Superhuman strength,speed,agility,stamina,reaction time,resistance to injury,Extrasensory perception,Knowledge of the nature of totems,Ability to stick to any solid surface	11		0	https://en.wikipedia.org/wiki/Ezekiel_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Eziekelspiderman.jpg/200px-Eziekelspiderman.jpg	./img.marvel_chars/230.jpg	EZEKIEL		HIGHLY SKILLED BUSINESSMAN,FORMIDABLE HAND TO HAND COMBATANT,SUPERHUMAN STRENGTH,SPEED,AGILITY,STAMINA,REACTION TIME,RESISTANCE TO INJURY,EXTRASENSORY PERCEPTION,KNOWLEDGE OF THE NATURE OF TOTEMS,ABILITY TO STICK TO ANY SOLID SURFACE
Falcon	1969	1960	Flight via wing harness,Empathic link with pet falcon,Limited control over birds,Ability to see through the eyes of nearby birds	4	Captain America,Nomad	2	https://en.wikipedia.org/wiki/Falcon_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/TheFalcon.jpg/250px-TheFalcon.jpg	./img.marvel_chars/231.jpg	FALCON	CAPTAIN AMERICA,NOMAD	FLIGHT VIA WING HARNESS,EMPATHIC LINK WITH PET FALCON,LIMITED CONTROL OVER BIRDS,ABILITY TO SEE THROUGH THE EYES OF NEARBY BIRDS
Fandral	1965	1960	Superhuman strength,speed,agility,stamina,durability,Extended lifespan,Master swordsman	7		0	https://en.wikipedia.org/wiki/Fandral	https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Warriors_three.jpg/250px-Warriors_three.jpg	./img.marvel_chars/232.jpg	FANDRAL		SUPERHUMAN STRENGTH,SPEED,AGILITY,STAMINA,DURABILITY,EXTENDED LIFESPAN,MASTER SWORDSMAN
Fang	1977	1970	Highly developed feral senses	1		0	https://en.wikipedia.org/wiki/Fang_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Fang_%28comics%29.jpg/150px-Fang_%28comics%29.jpg	./img.marvel_chars/233.jpg	FANG		HIGHLY DEVELOPED FERAL SENSES
Fantomex	2002	2000	Illusion casting,Possesses multiple brains,nano-active blood,skilled marksman,acrobat,hand-to-hand combatant,able to read body language,auto-hypnosis	8		0	https://en.wikipedia.org/wiki/Fantomex	https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Xmen143.jpg/250px-Xmen143.jpg	./img.marvel_chars/234.jpg	FANTOMEX		ILLUSION CASTING,POSSESSES MULTIPLE BRAINS,NANO-ACTIVE BLOOD,SKILLED MARKSMAN,ACROBAT,HAND-TO-HAND COMBATANT,ABLE TO READ BODY LANGUAGE,AUTO-HYPNOSIS
Feral	1991	1990	Feline  appearance,enhanced senses,agility,healing factor,sharp claws,fangs,prehensile  tail	7		0	https://en.wikipedia.org/wiki/Feral_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Feral01.jpg/193px-Feral01.jpg	./img.marvel_chars/235.jpg	FERAL		FELINE  APPEARANCE,ENHANCED SENSES,AGILITY,HEALING FACTOR,SHARP CLAWS,FANGS,PREHENSILE  TAIL
Feron	1992	1990	Magic user,Levitation	2		0	https://en.wikipedia.org/wiki/Feron	https://None	N/A	FERON		MAGIC USER,LEVITATION
Manifold	2009	2000	Bending reality,allowing him to  teleport	2		0	https://en.wikipedia.org/wiki/Eden_Fesi	https://upload.wikimedia.org/wikipedia/en/c/c1/Eden_Fesi_AvengersVol5No5_Variant.jpg	./img.marvel_chars/237.jpg	MANIFOLD		BENDING REALITY,ALLOWING HIM TO  TELEPORT
The Fin	1941	1940	Superhuman strength,speed,Underwater adaptation,Wields magical cutlass that can cut through nearly anything,stops aging process	5		0	https://en.wikipedia.org/wiki/Fin_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Fin-comics.jpg/250px-Fin-comics.jpg	./img.marvel_chars/238.jpg	THE FIN		SUPERHUMAN STRENGTH,SPEED,UNDERWATER ADAPTATION,WIELDS MAGICAL CUTLASS THAT CAN CUT THROUGH NEARLY ANYTHING,STOPS AGING PROCESS
Fin Fang Foom	1961	1960	Superhuman strength,Supersonic flight via wings,Extreme durability,Regenerative healing factor,Acid mist breath,Telepathy,Prolonged lifespan,Gifted intellect,Possesses advanced alien technology	9		0	https://en.wikipedia.org/wiki/Fin_Fang_Foom	https://upload.wikimedia.org/wikipedia/en/thumb/5/56/ST-89.jpg/250px-ST-89.jpg	./img.marvel_chars/239.jpg	FIN FANG FOOM		SUPERHUMAN STRENGTH,SUPERSONIC FLIGHT VIA WINGS,EXTREME DURABILITY,REGENERATIVE HEALING FACTOR,ACID MIST BREATH,TELEPATHY,PROLONGED LIFESPAN,GIFTED INTELLECT,POSSESSES ADVANCED ALIEN TECHNOLOGY
Finesse	2020	2020	Photographic reflexes,Eidetic memory	2		0	https://en.wikipedia.org/wiki/Finesse_(comics)	https://None	N/A	FINESSE		PHOTOGRAPHIC REFLEXES,EIDETIC MEMORY
Firebird	1981	1980	Fire manipulation,Flight,Limited  precognition,Immunity to poison,radiation,demonic magic	6		0	https://en.wikipedia.org/wiki/Firebird_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/3/38/FirebirdMarvel.jpg	./img.marvel_chars/241.jpg	FIREBIRD		FIRE MANIPULATION,FLIGHT,LIMITED  PRECOGNITION,IMMUNITY TO POISON,RADIATION,DEMONIC MAGIC
Firelord	1974	1970	Use of  Power Cosmic,Superhuman strength,reflexes,durability,Flight,Mastery of the electromagnetic spectrum,Total immunity to the rigors of space,Capable of travelling faster than the speed of light,Wields a flaming staff,Energy projection via his eyes,staff	11		0	https://en.wikipedia.org/wiki/Firelord_(comics)	https://upload.wikimedia.org/wikipedia/en/e/e9/Avengers-258.jpg	./img.marvel_chars/242.jpg	FIRELORD		USE OF  POWER COSMIC,SUPERHUMAN STRENGTH,REFLEXES,DURABILITY,FLIGHT,MASTERY OF THE ELECTROMAGNETIC SPECTRUM,TOTAL IMMUNITY TO THE RIGORS OF SPACE,CAPABLE OF TRAVELLING FASTER THAN THE SPEED OF LIGHT,WIELDS A FLAMING STAFF,ENERGY PROJECTION VIA HIS EYES,STAFF
Firestar	1981	1980	Microwave radiation manipulation,Flight,Electromagnetic energy wavelength disruption	3		0	https://en.wikipedia.org/wiki/Firestar	https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Firestar_from_Young_Allies_06.jpg/250px-Firestar_from_Young_Allies_06.jpg	./img.marvel_chars/243.jpg	FIRESTAR		MICROWAVE RADIATION MANIPULATION,FLIGHT,ELECTROMAGNETIC ENERGY WAVELENGTH DISRUPTION
Fixer	1966	1960	Electronics,mechanical genius,Robotic body	3	Mentallo	1	https://en.wikipedia.org/wiki/Fixer_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Fixer_%28comics%29.png/250px-Fixer_%28comics%29.png	./img.marvel_chars/244.png	FIXER	MENTALLO	ELECTRONICS,MECHANICAL GENIUS,ROBOTIC BODY
Fixx	2020	2020	Psionic energy sprites	1		0	https://en.wikipedia.org/wiki/Fixx	https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Fixx.jpg/200px-Fixx.jpg	./img.marvel_chars/245.jpg	FIXX		PSIONIC ENERGY SPRITES
Jack Flag	1994	1990	Superhuman strength,speed,stamina	3	Captain America	1	https://en.wikipedia.org/wiki/Jack_Flag	https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Jackflag.PNG/250px-Jackflag.PNG	./img.marvel_chars/246.PNG	JACK FLAG	CAPTAIN AMERICA	SUPERHUMAN STRENGTH,SPEED,STAMINA
Flashfire	1977	1970	energy bolts	1		0	https://en.wikipedia.org/wiki/Flashfire_(comics)	https://None	N/A	FLASHFIRE		ENERGY BOLTS
Flatman	1989	1980	Excellent hand to hand combatant,Elasticity,Flat body,Origami shapeshifting	4		0	https://en.wikipedia.org/wiki/Flatman_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Flatman.PNG/222px-Flatman.PNG	./img.marvel_chars/248.PNG	FLATMAN		EXCELLENT HAND TO HAND COMBATANT,ELASTICITY,FLAT BODY,ORIGAMI SHAPESHIFTING
Flex	2020	2020	Ability to transmute limbs into razor sharp weapons	1		0	https://en.wikipedia.org/wiki/Flex_(comics)	https://None	N/A	FLEX		ABILITY TO TRANSMUTE LIMBS INTO RAZOR SHARP WEAPONS
Flyer	2010	2010	Flight via leathery wings	1		0	https://en.wikipedia.org/wiki/Flyer_(New-Gen)	https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Flyer_new_gen.jpg/250px-Flyer_new_gen.jpg	./img.marvel_chars/250.jpg	FLYER		FLIGHT VIA LEATHERY WINGS
Forbush Man	1955	1950	Forbush vision (shows the recipient a hell of their own creation)	1		0	https://en.wikipedia.org/wiki/Forbush_Man	https://None	N/A	FORBUSH MAN		FORBUSH VISION (SHOWS THE RECIPIENT A HELL OF THEIR OWN CREATION)
Force	1972	1970	Via suit :,Enhanced strength,Force field projection,Flight	4		0	https://en.wikipedia.org/wiki/Force_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/5/58/IronMan-224.jpg/250px-IronMan-224.jpg	./img.marvel_chars/252.jpg	FORCE		VIA SUIT :,ENHANCED STRENGTH,FORCE FIELD PROJECTION,FLIGHT
Tucker Ford	2008	2000	Super-Intelligence,Bio-Suit of Armour	2		0	https://en.wikipedia.org/wiki/Tucker_Ford	https://None	N/A	TUCKER FORD		SUPER-INTELLIGENCE,BIO-SUIT OF ARMOUR
Forge	1984	1980	Superhuman intuitive talent at inventing,Genius-level intelligence,Various mystical abilities,Skilled marksmanship	4		0	https://en.wikipedia.org/wiki/Forge_(comics)	https://upload.wikimedia.org/wikipedia/en/0/02/XMEN_Forge.jpg	./img.marvel_chars/254.jpg	FORGE		SUPERHUMAN INTUITIVE TALENT AT INVENTING,GENIUS-LEVEL INTELLIGENCE,VARIOUS MYSTICAL ABILITIES,SKILLED MARKSMANSHIP
Gilgamesh	1977	1970	Superhuman strength,stamina,agility,reflexes,durability,Regenerative  healing factor,Flight,Optic blasts,Repressed aging,Immunity to disease	10		0	https://en.wikipedia.org/wiki/Forgotten_One_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Eternals5.jpg/250px-Eternals5.jpg	./img.marvel_chars/255.jpg	GILGAMESH		SUPERHUMAN STRENGTH,STAMINA,AGILITY,REFLEXES,DURABILITY,REGENERATIVE  HEALING FACTOR,FLIGHT,OPTIC BLASTS,REPRESSED AGING,IMMUNITY TO DISEASE
Dominic Fortune	1975	1970		0		0	https://en.wikipedia.org/wiki/Dominic_Fortune	https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/DominicFortune.jpg/250px-DominicFortune.jpg	./img.marvel_chars/256.jpg	DOMINIC FORTUNE		
Bill Foster	1966	1960	Brilliant biochemist,Gifted intellect,Superhuman strength,Size,mass manipulation	5		0	https://en.wikipedia.org/wiki/Bill_Foster_(comics)	https://upload.wikimedia.org/wikipedia/en/7/77/GoliathWiki.jpg	./img.marvel_chars/257.jpg	BILL FOSTER		BRILLIANT BIOCHEMIST,GIFTED INTELLECT,SUPERHUMAN STRENGTH,SIZE,MASS MANIPULATION
Goliath	2006	2000	Superhuman strength,durability,Size,mass manipulation	4		0	https://en.wikipedia.org/wiki/Goliath_(Tom_Foster)	https://upload.wikimedia.org/wikipedia/en/thumb/5/55/TomFoster.jpg/250px-TomFoster.jpg	./img.marvel_chars/258.jpg	GOLIATH		SUPERHUMAN STRENGTH,DURABILITY,SIZE,MASS MANIPULATION
Frankenstein's Monster	1969	1960	Superhuman strength,stamina,Resistance to extreme cold temperatures of space	3		0	https://en.wikipedia.org/wiki/Frankenstein%27s_Monster_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/11/MonsterOfFrankenstein1.jpg/250px-MonsterOfFrankenstein1.jpg	./img.marvel_chars/259.jpg	FRANKENSTEIN'S MONSTER		SUPERHUMAN STRENGTH,STAMINA,RESISTANCE TO EXTREME COLD TEMPERATURES OF SPACE
Freakshow	2004	2000	Ability to transform into a variety of monstrous forms with unique abilities	1		0	https://en.wikipedia.org/wiki/Freakshow_(comics)	https://upload.wikimedia.org/wikipedia/en/b/b8/Freakshow-by-Aaron-Lopresti.jpg	./img.marvel_chars/260.jpg	FREAKSHOW		ABILITY TO TRANSFORM INTO A VARIETY OF MONSTROUS FORMS WITH UNIQUE ABILITIES
Fredzilla	2008	2000	Kaiju  aura generation	1		0	https://en.wikipedia.org/wiki/Fredzilla	https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Fred_%28Marvel_Comics%29.jpg/250px-Fred_%28Marvel_Comics%29.jpg	./img.marvel_chars/261.jpg	FREDZILLA		KAIJU  AURA GENERATION
Free Spirit	1994	1990	Peak human strength,stamina,physical resistance	3	Captain America	1	https://en.wikipedia.org/wiki/Free_Spirit_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Freespiritmu0.jpg/200px-Freespiritmu0.jpg	./img.marvel_chars/262.jpg	FREE SPIRIT	CAPTAIN AMERICA	PEAK HUMAN STRENGTH,STAMINA,PHYSICAL RESISTANCE
Freedom Ring	2006	2000	Superhuman strength,speed,stamina,durability,Reality manipulation via cosmic powered ring	5		0	https://en.wikipedia.org/wiki/Freedom_Ring	https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Freedomring.png/150px-Freedomring.png	./img.marvel_chars/263.png	FREEDOM RING		SUPERHUMAN STRENGTH,SPEED,STAMINA,DURABILITY,REALITY MANIPULATION VIA COSMIC POWERED RING
Sharon Friedlander	1984	1980	Superhuman strength	1		0	https://en.wikipedia.org/wiki/Sharon_Friedlander	https://None	N/A	SHARON FRIEDLANDER		SUPERHUMAN STRENGTH
The Fabulous Frog-Man	1982	1980	Frog suit grants:,Ability to leap great distances,Internal padding that allows him to bounce off objects	3		0	https://en.wikipedia.org/wiki/Frog-Man	https://None	N/A	THE FABULOUS FROG-MAN		FROG SUIT GRANTS:,ABILITY TO LEAP GREAT DISTANCES,INTERNAL PADDING THAT ALLOWS HIM TO BOUNCE OFF OBJECTS
Emma Frost	1980	1980	Telepathy,Mind reading,control,Memory alteration,Mental bolts,Induced paralysis,Illusion casting,Astral projection,Capable of  shapeshifting  into a solid  diamond  form which grants her superhuman strength,stamina,psychic immunity,durability	12		0	https://en.wikipedia.org/wiki/Emma_Frost	https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Emma_Frost_in_current_costume.jpg/210px-Emma_Frost_in_current_costume.jpg	./img.marvel_chars/266.jpg	EMMA FROST		TELEPATHY,MIND READING,CONTROL,MEMORY ALTERATION,MENTAL BOLTS,INDUCED PARALYSIS,ILLUSION CASTING,ASTRAL PROJECTION,CAPABLE OF  SHAPESHIFTING  INTO A SOLID  DIAMOND  FORM WHICH GRANTS HER SUPERHUMAN STRENGTH,STAMINA,PSYCHIC IMMUNITY,DURABILITY
Nick Fury	1963	1960	Extensive military training,Highly skilled in armed and unarmed combat,Longevity from the Infinity Formula	3		0	https://en.wikipedia.org/wiki/Nick_Fury	https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Nickfuryshield.jpg/250px-Nickfuryshield.jpg	./img.marvel_chars/267.jpg	NICK FURY		EXTENSIVE MILITARY TRAINING,HIGHLY SKILLED IN ARMED AND UNARMED COMBAT,LONGEVITY FROM THE INFINITY FORMULA
Futurist	1980	1980	fly,superhuman mental abilities	2	Alpha the Ultimate Mutant	1	https://en.wikipedia.org/wiki/Futurist_(comics)	https://None	N/A	FUTURIST	ALPHA THE ULTIMATE MUTANT	FLY,SUPERHUMAN MENTAL ABILITIES
Gabriel	2010	2010	Genius level intellect,Technopathy,Telekinesis,Superhuman strength,Able to travel to any point in time,space,Energy blasts	7		0	https://en.wikipedia.org/wiki/Gabriel_(New-Gen)	https://upload.wikimedia.org/wikipedia/en/a/a7/Gabriel_New-Gen.jpg	./img.marvel_chars/269.jpg	GABRIEL		GENIUS LEVEL INTELLECT,TECHNOPATHY,TELEKINESIS,SUPERHUMAN STRENGTH,ABLE TO TRAVEL TO ANY POINT IN TIME,SPACE,ENERGY BLASTS
Gabriel the Devil Hunter	1974	1970	Magic user,limited to  exorcism	2		0	https://en.wikipedia.org/wiki/Gabriel_the_Devil_Hunter	https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Gabriel_the_Devil_Hunter.png/175px-Gabriel_the_Devil_Hunter.png	./img.marvel_chars/270.png	GABRIEL THE DEVIL HUNTER		MAGIC USER,LIMITED TO  EXORCISM
Gaia	1998	1990	Telepathy,Telekinesis,Reality warping,Ability to draw matter from another dimension,reshape any matter	5		0	https://en.wikipedia.org/wiki/Gaia_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/a/af/GaiaX.jpg/250px-GaiaX.jpg	./img.marvel_chars/271.jpg	GAIA		TELEPATHY,TELEKINESIS,REALITY WARPING,ABILITY TO DRAW MATTER FROM ANOTHER DIMENSION,RESHAPE ANY MATTER
Gambit	1990	1990	"Kinetic conversion and acceleration,Static generation,Martial Artist,Acrobat,Transmutation of substances into acid or poison,Disintegration and card imprisonment[vague],Skilled card-thrower
Formerly:,Kinetic energy control and manipulation,Foresight via tarot cards,Thermal manipulation,Accelerating regeneration"	11		0	https://en.wikipedia.org/wiki/Gambit_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Newgambit.jpg/250px-Newgambit.jpg	./img.marvel_chars/272.jpg	GAMBIT		"KINETIC CONVERSION AND ACCELERATION,STATIC GENERATION,MARTIAL ARTIST,ACROBAT,TRANSMUTATION OF SUBSTANCES INTO ACID OR POISON,DISINTEGRATION AND CARD IMPRISONMENT[VAGUE],SKILLED CARD-THROWER
FORMERLY:,KINETIC ENERGY CONTROL AND MANIPULATION,FORESIGHT VIA TAROT CARDS,THERMAL MANIPULATION,ACCELERATING REGENERATION"
Gamora	1975	1970	Highly skilled assassin,gymnast,Skilled martial artist,Superhuman strength,speed,agility,durability,Accelerated healing factor	8		0	https://en.wikipedia.org/wiki/Gamora	https://upload.wikimedia.org/wikipedia/en/4/4c/Nova_6.jpg	./img.marvel_chars/273.jpg	GAMORA		HIGHLY SKILLED ASSASSIN,GYMNAST,SKILLED MARTIAL ARTIST,SUPERHUMAN STRENGTH,SPEED,AGILITY,DURABILITY,ACCELERATED HEALING FACTOR
Gargoyle	1962	1960	Highly intelligent,Used a gun that fired will-weakening pellets	2		0	https://en.wikipedia.org/wiki/Gargoyle_(comics)	https://None	N/A	GARGOYLE		HIGHLY INTELLIGENT,USED A GUN THAT FIRED WILL-WEAKENING PELLETS
Delroy Garrett	1998	1990	Superhuman strength,speed,durability,senses,healing,endurance,Enhanced sight,hearing,smell,Seeing true forms:,Detecting Skrulls,illusions,possessions,etc	14		0	https://en.wikipedia.org/wiki/Delroy_Garrett	https://upload.wikimedia.org/wikipedia/en/c/ce/Ati_si_16.jpg	./img.marvel_chars/275.jpg	DELROY GARRETT		SUPERHUMAN STRENGTH,SPEED,DURABILITY,SENSES,HEALING,ENDURANCE,ENHANCED SIGHT,HEARING,SMELL,SEEING TRUE FORMS:,DETECTING SKRULLS,ILLUSIONS,POSSESSIONS,ETC
Gateway	1988	1980	Teleportation,Telepathy,Remote viewing,Precognition,Postcognition	5		0	https://en.wikipedia.org/wiki/Gateway_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Gateway_genx-06-cbachalo.jpg/200px-Gateway_genx-06-cbachalo.jpg	./img.marvel_chars/276.jpg	GATEWAY		TELEPORTATION,TELEPATHY,REMOTE VIEWING,PRECOGNITION,POSTCOGNITION
Gauntlet	2006	2000	"Right hand controls large,robotic gauntlet,Allows for projection of energy ""hand"""	3		0	https://en.wikipedia.org/wiki/Gauntlet_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/3/33/GauntletComicsPicture.png/200px-GauntletComicsPicture.png	./img.marvel_chars/277.png	GAUNTLET		"RIGHT HAND CONTROLS LARGE,ROBOTIC GAUNTLET,ALLOWS FOR PROJECTION OF ENERGY ""HAND"""
Gazelle	2010	2010	Anthropomorphic  gazelle-like  form,Superspeed,Enhanced reflexes	3		0	https://en.wikipedia.org/wiki/Gazelle_(New-Gen)	https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Gazelle_new_gen.jpg/200px-Gazelle_new_gen.jpg	./img.marvel_chars/278.jpg	GAZELLE		ANTHROPOMORPHIC  GAZELLE-LIKE  FORM,SUPERSPEED,ENHANCED REFLEXES
Geiger	1996	1990	Ability to mimic the powers of any gamma-powered beings in her immediate vicinity	1		0	https://en.wikipedia.org/wiki/Geiger_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Geiger2.jpg/250px-Geiger2.jpg	./img.marvel_chars/279.jpg	GEIGER		ABILITY TO MIMIC THE POWERS OF ANY GAMMA-POWERED BEINGS IN HER IMMEDIATE VICINITY
Geldoff	2003	2000	Can generate,discharge explosive energy balls	2		0	https://en.wikipedia.org/wiki/Geldoff	https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Ulgeldoff.jpg/150px-Ulgeldoff.jpg	./img.marvel_chars/280.jpg	GELDOFF		CAN GENERATE,DISCHARGE EXPLOSIVE ENERGY BALLS
Genis-Vell	1993	1990	Flight,Super strength,speed,stamina,durability,Energy blasts,absorption,manipulation,Dimension transportation,Cosmic awareness granting omniversal level telepathy,Wields Nega-Bands	11		0	https://en.wikipedia.org/wiki/Genis-Vell	https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Capitanmarvel3.png/250px-Capitanmarvel3.png	./img.marvel_chars/281.png	GENIS-VELL		FLIGHT,SUPER STRENGTH,SPEED,STAMINA,DURABILITY,ENERGY BLASTS,ABSORPTION,MANIPULATION,DIMENSION TRANSPORTATION,COSMIC AWARENESS GRANTING OMNIVERSAL LEVEL TELEPATHY,WIELDS NEGA-BANDS
Gentle	2020	2020	extreme strength,by temporarily increasing his muscle mass	2		0	https://en.wikipedia.org/wiki/Gentle_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Gentleprofile.jpg/250px-Gentleprofile.jpg	./img.marvel_chars/282.jpg	GENTLE		EXTREME STRENGTH,BY TEMPORARILY INCREASING HIS MUSCLE MASS
Ghost	1987	1980	Skilled marksman,Brilliant inventor,tactician,hacker,Superb intellect,Battle suit grants:,Invisibility,Intangibility,Stealth technology	9		0	https://en.wikipedia.org/wiki/Ghost_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Ghost_%28Marvel_character%29.jpg/250px-Ghost_%28Marvel_character%29.jpg	./img.marvel_chars/283.jpg	GHOST		SKILLED MARKSMAN,BRILLIANT INVENTOR,TACTICIAN,HACKER,SUPERB INTELLECT,BATTLE SUIT GRANTS:,INVISIBILITY,INTANGIBILITY,STEALTH TECHNOLOGY
Ghost Rider	1972	1970	Immense superhuman strength,stamina,agility,reflexes,endurance,durability,Enchanted hellfire chain,motorcycle,shotgun,Invulnerability to fire,heat,lava,flames,Penance Stare,Resurrection,Immortality,Regeneration,Accelerated healing factor,Ability to project regular/ethereal flame,travel between interdimensional realms,along any surface	21		0	https://en.wikipedia.org/wiki/Ghost_Rider_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Marvel_Comics_Ghost_Rider.jpg/250px-Marvel_Comics_Ghost_Rider.jpg	./img.marvel_chars/284.jpg	GHOST RIDER		IMMENSE SUPERHUMAN STRENGTH,STAMINA,AGILITY,REFLEXES,ENDURANCE,DURABILITY,ENCHANTED HELLFIRE CHAIN,MOTORCYCLE,SHOTGUN,INVULNERABILITY TO FIRE,HEAT,LAVA,FLAMES,PENANCE STARE,RESURRECTION,IMMORTALITY,REGENERATION,ACCELERATED HEALING FACTOR,ABILITY TO PROJECT REGULAR/ETHEREAL FLAME,TRAVEL BETWEEN INTERDIMENSIONAL REALMS,ALONG ANY SURFACE
Ghost Rider	1990	1990	Superhuman strength,durability,Ability to project regular,ethereal flame,Ability to travel between interdimensional realms,along any surface,Wields magical chain,Rides flaming motorcycle,Penance Stare	9		0	https://en.wikipedia.org/wiki/Ghost_Rider_(Danny_Ketch)	https://upload.wikimedia.org/wikipedia/en/thumb/0/00/GhostRider_vol_2_issue_1.jpg/250px-GhostRider_vol_2_issue_1.jpg	./img.marvel_chars/285.jpg	GHOST RIDER		SUPERHUMAN STRENGTH,DURABILITY,ABILITY TO PROJECT REGULAR,ETHEREAL FLAME,ABILITY TO TRAVEL BETWEEN INTERDIMENSIONAL REALMS,ALONG ANY SURFACE,WIELDS MAGICAL CHAIN,RIDES FLAMING MOTORCYCLE,PENANCE STARE
